Program_ID,Industry_Feedback_Score,Student_Performance_Score,Graduate_Employment_Rate,Skill_Gap_Index,Employer_Satisfaction_Level,Curriculum_Flexibility_Score,Technology_Integration_Level,Industry_Trend_Alignment,Recommended_Curriculum_Adjustment_%,Curriculum_Adjustment_Level
VET1519,93,66,87,0.26,3,35,92,91,21.2,Medium
VET1520,77,71,62,0.42,2,48,59,35,31.4,High
VET1521,52,60,43,0.11,1,77,74,96,23.1,Medium
VET1522,70,47,63,0.36,5,76,90,70,34.6,High
VET1523,86,77,90,0.37,3,36,80,72,25.9,High
VET1524,75,47,33,0.42,4,45,38,47,36.6,High
VET1525,84,89,88,0.47,2,34,31,87,28.9,High
VET1526,63,42,58,0.11,1,45,34,89,24.5,Medium
VET1527,91,93,35,0.16,2,30,91,56,11.2,Medium
VET1528,95,83,78,0.45,4,80,98,97,26.9,High
VET1529,54,97,69,0.28,1,66,81,51,23.8,Medium
VET1530,68,42,94,0.33,4,68,34,53,34.5,High
VET1531,47,61,98,0.37,2,48,88,69,36.9,High
VET1532,44,45,56,0.37,3,83,97,95,40.7,High
VET1533,68,41,35,0.47,2,66,38,69,41.7,High
VET1534,86,62,42,0.5,2,46,51,35,35.4,High
VET1535,43,83,93,0.39,2,55,56,47,34.3,High
VET1536,51,41,91,0.21,5,51,39,59,32.1,High
VET1537,84,77,48,0.45,4,37,90,50,30.3,High
VET1538,41,56,72,0.12,4,62,80,91,26.6,High
VET1539,66,74,49,0.19,4,31,39,39,21.5,Medium
VET1540,70,73,97,0.46,5,59,35,42,34.4,High
VET1541,90,62,73,0.2,3,76,91,38,19.6,Medium
VET1542,90,69,52,0.19,2,49,34,97,17.7,Medium
VET1543,75,91,31,0.16,3,89,99,68,14.8,Medium
VET1544,75,47,51,0.44,5,47,92,53,37.6,High
VET1545,65,61,86,0.3,4,72,85,63,29.8,High
VET1546,82,83,36,0.37,2,86,88,90,25.5,High
VET1547,66,97,85,0.2,1,39,92,70,17.4,Medium
VET1548,44,75,96,0.4,1,53,88,34,36.2,High
VET1549,59,44,45,0.4,3,85,80,79,39.4,High
VET1550,50,52,80,0.23,4,33,79,33,31.1,High
VET1551,49,68,41,0.26,1,66,33,80,29.6,High
VET1552,79,70,82,0.18,3,33,77,81,19.2,Medium
VET1553,77,86,34,0.49,5,42,61,68,31.9,High
VET1554,45,96,56,0.36,3,54,80,37,29.8,High
VET1555,47,94,41,0.47,3,42,81,74,35.3,High
VET1556,62,55,46,0.22,3,47,63,57,27.6,High
VET1557,86,81,35,0.41,2,88,65,56,27.1,High
VET1558,65,69,34,0.41,3,53,99,94,33.7,High
VET1559,85,96,86,0.38,3,31,72,63,22.8,Medium
VET1560,82,94,57,0.49,2,77,45,91,29.3,High
VET1561,51,55,98,0.26,2,62,88,91,31.8,High
VET1562,65,51,88,0.15,5,87,82,67,24.3,Medium
VET1563,52,56,62,0.37,4,48,48,55,36.9,High
VET1564,79,55,91,0.39,1,38,70,53,32.7,High
VET1565,57,51,79,0.33,1,57,76,68,34.9,High
VET1566,64,47,48,0.18,3,64,83,50,26.8,High
VET1567,72,59,98,0.3,5,86,84,76,28.8,High
VET1568,86,42,95,0.22,3,68,48,77,25.4,High
VET1569,79,55,76,0.27,1,39,91,42,26.7,High
VET1570,99,69,68,0.36,2,30,88,32,24.4,Medium
VET1571,82,84,97,0.4,4,71,94,61,26.8,High
VET1572,51,62,62,0.19,5,50,97,64,26.9,High
VET1573,83,67,42,0.26,2,38,57,48,23.0,Medium
VET1574,75,90,83,0.21,4,89,47,43,17.5,Medium
VET1575,87,79,36,0.18,5,76,55,77,15.8,Medium
VET1576,43,93,43,0.41,5,44,48,97,33.3,High
VET1577,44,44,48,0.46,1,64,84,74,45.4,High
VET1578,95,59,83,0.25,2,86,86,48,21.7,Medium
VET1579,76,79,49,0.4,5,34,35,93,29.0,High
VET1580,47,95,58,0.46,5,70,30,95,34.6,High
VET1581,81,83,53,0.44,4,87,37,95,29.2,High
VET1582,88,40,92,0.17,1,51,80,74,22.9,Medium
VET1583,67,96,86,0.48,3,70,54,96,31.4,High
VET1584,70,69,37,0.25,1,52,76,98,24.7,Medium
VET1585,97,60,91,0.24,3,36,84,32,20.6,Medium
VET1586,48,59,58,0.12,2,85,93,67,24.6,Medium
VET1587,93,45,46,0.29,2,52,39,71,26.9,High
VET1588,90,61,95,0.14,5,73,85,69,16.8,Medium
VET1589,68,57,35,0.2,2,54,41,79,25.0,High
VET1590,53,47,87,0.23,5,56,62,64,31.5,High
VET1591,79,78,98,0.42,1,70,46,53,29.6,High
VET1592,80,71,57,0.45,2,35,90,46,32.3,High
VET1593,61,72,91,0.22,1,84,39,69,24.4,Medium
VET1594,50,92,70,0.44,1,63,60,95,33.6,High
VET1595,62,55,98,0.44,2,38,89,73,38.6,High
VET1596,40,51,70,0.41,1,89,99,52,42.3,High
VET1597,85,77,78,0.16,2,78,46,35,15.6,Medium
VET1598,76,91,78,0.38,2,62,79,95,25.6,High
VET1599,60,73,32,0.48,2,80,66,50,37.4,High
VET1600,65,53,39,0.37,3,89,91,64,34.9,High
VET1601,85,75,64,0.23,1,35,58,58,19.5,Medium
VET1602,75,72,31,0.3,4,66,61,36,25.6,High
VET1603,93,62,53,0.36,2,60,40,82,27.0,High
VET1604,62,89,67,0.3,1,63,35,66,24.8,Medium
VET1605,96,84,51,0.15,5,70,64,52,11.5,Medium
VET1606,40,41,55,0.22,2,58,62,37,34.8,High
VET1607,93,80,72,0.42,2,87,47,77,26.4,High
VET1608,94,60,84,0.44,4,43,66,39,31.2,High
VET1609,90,41,68,0.15,3,65,42,53,21.3,Medium
VET1610,79,66,58,0.48,3,65,93,76,35.0,High
VET1611,54,96,49,0.23,2,82,30,82,21.5,Medium
VET1612,60,48,70,0.36,1,44,92,68,36.4,High
VET1613,86,40,83,0.4,5,37,63,96,34.8,High
VET1614,48,50,49,0.42,5,55,39,95,41.4,High
VET1615,92,42,48,0.48,1,65,36,35,37.2,High
VET1616,48,91,95,0.23,2,77,85,50,23.7,Medium
VET1617,49,62,59,0.44,5,50,66,65,39.8,High
VET1618,91,65,82,0.15,3,57,58,32,16.3,Medium
VET1619,96,43,63,0.38,1,33,41,71,31.2,High
VET1620,92,57,51,0.4,4,45,46,74,30.2,High
VET1621,65,94,96,0.37,2,51,77,73,26.7,High
VET1622,80,45,35,0.2,1,41,55,62,25.0,High
VET1623,74,74,56,0.45,5,45,41,89,32.9,High
VET1624,91,61,39,0.17,2,80,50,99,18.1,Medium
VET1625,64,82,77,0.12,3,69,71,55,16.8,Medium
VET1626,65,54,99,0.39,2,67,90,50,35.7,High
VET1627,50,61,88,0.29,2,71,87,31,32.3,High
VET1628,77,99,88,0.44,3,66,83,76,26.8,High
VET1629,41,76,31,0.25,3,58,63,59,29.1,High
VET1630,46,91,58,0.17,2,47,36,56,21.1,Medium
VET1631,57,81,97,0.43,3,39,64,49,33.9,High
VET1632,66,51,94,0.32,1,71,44,79,32.6,High
VET1633,73,86,55,0.18,3,68,94,52,17.2,Medium
VET1634,66,88,39,0.39,3,47,54,42,28.7,High
VET1635,56,81,82,0.3,2,30,88,33,27.6,High
VET1636,82,77,88,0.34,1,68,35,43,25.2,High
VET1637,98,57,51,0.28,4,50,81,49,23.0,Medium
VET1638,83,84,80,0.43,4,30,50,42,28.1,High
VET1639,98,74,77,0.43,5,44,61,32,27.1,High
VET1640,90,69,50,0.38,3,33,82,76,27.2,High
VET1641,93,63,51,0.14,3,89,88,32,15.8,Medium
VET1642,63,81,59,0.44,1,49,98,30,33.2,High
VET1643,64,69,54,0.37,4,39,91,53,31.9,High
VET1644,46,53,57,0.38,5,52,33,64,39.2,High
VET1645,91,45,94,0.25,1,70,47,43,25.3,High
VET1646,45,42,74,0.45,3,63,85,96,45.1,High
VET1647,92,55,97,0.39,4,89,53,42,30.1,High
VET1648,63,46,36,0.15,5,75,95,76,25.7,High
VET1649,72,91,78,0.26,2,77,42,79,20.4,Medium
VET1650,88,53,38,0.45,4,62,91,55,34.3,High
VET1651,68,48,65,0.12,5,63,83,32,22.8,Medium
VET1652,82,54,30,0.48,1,68,44,80,36.8,High
VET1653,61,60,39,0.37,2,39,98,69,34.3,High
VET1654,65,74,65,0.35,5,83,32,97,29.7,High
VET1655,67,41,75,0.21,5,49,66,65,28.9,High
VET1656,89,66,61,0.2,3,30,66,80,19.0,Medium
VET1657,60,41,61,0.48,4,42,32,30,43.8,High
VET1658,88,74,35,0.22,3,30,92,62,18.6,Medium
VET1659,46,57,77,0.41,2,34,64,36,39.9,High
VET1660,56,53,67,0.26,5,45,81,81,31.2,High
VET1661,59,59,46,0.16,3,44,57,40,24.4,Medium
VET1662,80,57,56,0.1,4,78,47,56,17.6,Medium
VET1663,88,49,83,0.32,2,57,65,43,28.6,High
VET1664,59,64,79,0.49,1,60,62,75,39.9,High
VET1665,93,41,64,0.25,3,52,93,39,25.7,High
VET1666,61,64,54,0.24,2,77,55,53,27.0,High
VET1667,67,93,57,0.24,1,74,77,90,20.0,Medium
VET1668,79,72,44,0.31,3,72,69,47,25.3,High
VET1669,88,75,33,0.28,2,46,46,38,21.4,Medium
VET1670,46,70,56,0.45,2,78,69,46,39.3,High
VET1671,40,53,55,0.3,3,63,36,87,36.4,High
VET1672,71,40,48,0.3,2,42,86,42,32.8,High
VET1673,52,85,46,0.16,5,43,37,79,20.6,Medium
VET1674,69,55,72,0.49,3,40,85,35,39.7,High
VET1675,62,93,70,0.2,2,57,60,80,19.0,Medium
VET1676,90,85,71,0.13,1,71,88,65,11.5,Medium
VET1677,98,91,79,0.37,1,61,87,54,20.7,Medium
VET1678,95,42,69,0.34,5,64,41,40,29.6,High
VET1679,58,74,68,0.27,3,88,77,73,27.1,High
VET1680,71,80,52,0.27,2,60,60,43,23.3,Medium
VET1681,69,45,81,0.41,2,46,92,58,37.7,High
VET1682,68,64,76,0.18,1,76,68,79,22.6,Medium
VET1683,88,52,92,0.43,5,38,49,34,33.5,High
VET1684,84,92,98,0.36,1,39,77,98,22.8,Medium
VET1685,68,73,72,0.27,1,37,83,86,25.3,High
VET1686,69,47,77,0.28,5,50,58,55,30.8,High
VET1687,55,60,63,0.2,3,42,77,35,27.0,High
VET1688,79,73,69,0.4,2,88,85,45,29.6,High
VET1689,58,43,90,0.31,3,79,46,89,35.3,High
VET1690,57,64,79,0.23,4,34,38,41,27.3,High
VET1691,40,54,96,0.34,4,35,63,32,38.2,High
VET1692,53,43,91,0.5,4,59,74,92,45.8,High
